point_id,lat,lon,z_m,status,banda_max,rx_max_dbm,rx_B2,rx_B4,rx_B7,rx_B25,rx_B26,rx_B28,rx_B41,rx_B66
P002819,-31.5096975,-60.7209234,7.5,OUT,B26,-51.35,-59.85,-60.58,-62.48,-59.86,-51.35,-51.85,-62.28,-60.67
P002820,-31.5096975,-60.7208918,7.5,OUT,B26,-51.38,-59.87,-60.61,-62.51,-59.89,-51.38,-51.88,-62.31,-60.7
P002821,-31.5096975,-60.7208602,7.5,OUT,B26,-51.41,-59.9,-60.63,-62.54,-59.91,-51.41,-51.9,-62.33,-60.72
P002822,-31.5096975,-60.7208286,7.5,OUT,B26,-51.43,-59.93,-60.66,-62.56,-59.94,-51.43,-51.93,-62.36,-60.75
P002823,-31.5096975,-60.720797,7.5,OUT,B26,-51.46,-59.95,-60.69,-62.59,-59.97,-51.46,-51.96,-62.39,-60.78
P002824,-31.5096975,-60.7207654,7.5,OUT,B26,-51.49,-59.98,-60.71,-62.62,-59.99,-51.49,-51.98,-62.41,-60.8
P002825,-31.5096975,-60.7207337,7.5,OUT,B26,-51.52,-60.01,-60.74,-62.64,-60.02,-51.52,-52.01,-62.44,-60.83
P002826,-31.5096975,-60.7207021,7.5,OUT,B26,-51.55,-60.03,-60.77,-62.67,-60.04,-51.55,-52.04,-62.46,-60.86
P002827,-31.5096975,-60.7206705,7.5,OUT,B26,-51.58,-60.06,-60.79,-62.7,-60.07,-51.58,-52.06,-62.49,-60.88
P002828,-31.5096975,-60.7206389,7.5,OUT,B26,-51.6,-60.09,-60.82,-62.72,-60.1,-51.6,-52.09,-62.52,-60.91
P002829,-31.5096975,-60.7206073,7.5,OUT,B26,-51.63,-60.11,-60.85,-62.75,-60.12,-51.63,-52.11,-62.54,-60.94
P002830,-31.5096975,-60.7205757,7.5,OUT,B26,-51.66,-60.14,-60.87,-62.78,-60.15,-51.66,-52.14,-62.57,-60.96
P002831,-31.5096975,-60.7205441,7.5,OUT,B26,-51.69,-60.17,-60.9,-62.8,-60.18,-51.69,-52.17,-62.6,-60.99
P002832,-31.5096975,-60.7205125,7.5,OUT,B26,-51.72,-60.19,-60.92,-62.83,-60.2,-51.72,-52.19,-62.62,-61.02
P002833,-31.5096975,-60.7204809,7.5,OUT,B26,-51.75,-60.22,-60.95,-62.85,-60.23,-51.75,-52.22,-62.65,-61.04
P002834,-31.5096975,-60.7204493,7.5,OUT,B26,-51.77,-60.24,-60.98,-62.88,-60.25,-51.77,-52.25,-62.67,-61.07
P002835,-31.5096975,-60.7204176,7.5,OUT,B26,-51.8,-60.27,-61.0,-62.91,-60.28,-51.8,-52.27,-62.7,-61.09
P002836,-31.5096975,-60.720386,7.5,OUT,B26,-51.83,-60.3,-61.03,-62.93,-60.31,-51.83,-52.3,-62.73,-61.12
P002837,-31.5096975,-60.7203544,7.5,OUT,B26,-51.86,-60.32,-61.05,-62.96,-60.33,-51.86,-52.32,-62.75,-61.15
P002838,-31.5096975,-60.7203228,7.5,OUT,B26,-51.89,-60.35,-61.08,-62.98,-60.36,-51.89,-52.35,-62.78,-61.17
P002839,-31.5096975,-60.7202912,7.5,OUT,B26,-51.91,-60.37,-61.11,-63.01,-60.38,-51.91,-52.38,-62.8,-61.2
P002840,-31.5096975,-60.7202596,7.5,OUT,B26,-51.94,-60.4,-61.13,-63.03,-60.41,-51.94,-52.4,-62.83,-61.22
P002841,-31.5096975,-60.720228,7.5,OUT,B26,-51.97,-60.42,-61.16,-63.06,-60.44,-51.97,-52.43,-62.86,-61.25
P002842,-31.5096975,-60.7201964,7.5,OUT,B26,-52.0,-60.45,-61.18,-63.09,-60.46,-52.0,-52.45,-62.88,-61.27
P002843,-31.5096975,-60.7201648,7.5,OUT,B26,-52.03,-60.48,-61.21,-63.11,-60.49,-52.03,-52.48,-62.91,-61.3
P002844,-31.5096975,-60.7201332,7.5,OUT,B26,-52.05,-60.5,-61.23,-63.14,-60.51,-52.05,-52.5,-62.93,-61.32
P002845,-31.5096975,-60.7201015,7.5,OUT,B26,-52.08,-60.53,-61.26,-63.16,-60.54,-52.08,-52.53,-62.96,-61.35
P002846,-31.5096975,-60.7200699,7.5,OUT,B26,-52.11,-60.55,-61.28,-63.19,-60.56,-52.11,-52.55,-62.98,-61.38
P002847,-31.5096975,-60.7200383,7.5,OUT,B26,-52.14,-60.58,-61.31,-63.21,-60.59,-52.14,-52.58,-63.01,-61.4
P002848,-31.5096975,-60.7200067,7.5,OUT,B26,-52.16,-60.6,-61.34,-63.24,-60.61,-52.16,-52.61,-63.03,-61.43
P002849,-31.5096975,-60.7199751,7.5,OUT,B26,-52.19,-60.63,-61.36,-63.26,-60.64,-52.19,-52.63,-63.06,-61.45
P002850,-31.5096975,-60.7199435,7.5,OUT,B26,-52.22,-60.65,-61.39,-63.29,-60.66,-52.22,-52.66,-63.08,-61.48
P002851,-31.5096975,-60.7199119,7.5,OUT,B26,-52.25,-60.68,-61.41,-63.31,-60.69,-52.25,-52.68,-63.11,-61.5
P002852,-31.5096975,-60.7198803,7.5,OUT,B26,-52.27,-60.7,-61.44,-63.34,-60.71,-52.27,-52.71,-63.13,-61.53
P002853,-31.5096975,-60.7198487,7.5,OUT,B26,-52.3,-60.73,-61.46,-63.36,-60.74,-52.3,-52.73,-63.16,-61.55
P002854,-31.5096975,-60.7198171,7.5,OUT,B26,-52.33,-60.75,-61.49,-63.39,-60.76,-52.33,-52.76,-63.18,-61.58
P002855,-31.5096975,-60.7197854,7.5,OUT,B26,-52.36,-60.78,-61.51,-63.41,-60.79,-52.36,-52.78,-63.21,-61.6
P002856,-31.5096975,-60.7197538,7.5,OUT,B26,-52.38,-60.8,-61.54,-63.44,-60.81,-52.38,-52.81,-63.23,-61.63
P002857,-31.5096975,-60.7197222,7.5,OUT,B26,-52.41,-60.83,-61.56,-63.46,-60.84,-52.41,-52.83,-63.26,-61.65
P002858,-31.5096975,-60.7196906,7.5,OUT,B26,-52.44,-60.85,-61.59,-63.49,-60.86,-52.44,-52.85,-63.28,-61.68
P002859,-31.5096975,-60.719659,7.5,OUT,B26,-52.47,-60.88,-61.61,-63.51,-60.89,-52.47,-52.88,-63.31,-61.7
P002860,-31.5096975,-60.7196274,7.5,OUT,B26,-52.49,-60.9,-61.63,-63.54,-60.91,-52.49,-52.9,-63.33,-61.73
P002861,-31.5096975,-60.7195958,7.5,OUT,B26,-52.52,-60.93,-61.66,-63.56,-60.94,-52.52,-52.93,-63.36,-61.75
P002862,-31.5096975,-60.7195642,7.5,OUT,B26,-52.55,-60.95,-61.68,-63.59,-60.96,-52.55,-52.95,-63.38,-61.77
P002863,-31.5096706,-60.7233574,7.5,OUT,B26,-49.33,-57.91,-58.64,-60.55,-57.92,-49.33,-49.91,-60.34,-58.73
P002864,-31.5096706,-60.7233258,7.5,OUT,B26,-49.35,-57.93,-58.66,-60.57,-57.94,-49.35,-49.93,-60.36,-58.76
P002865,-31.5096706,-60.7232942,7.5,OUT,B26,-49.37,-57.95,-58.69,-60.59,-57.96,-49.37,-49.96,-60.38,-58.78
P002866,-31.5096706,-60.7232626,7.5,OUT,B26,-49.4,-57.97,-58.71,-60.61,-57.99,-49.4,-49.98,-60.41,-58.8
P002867,-31.5096706,-60.723231,7.5,OUT,B26,-49.42,-58.0,-58.73,-60.63,-58.01,-49.42,-50.0,-60.43,-58.82
P002868,-31.5096706,-60.7231993,7.5,OUT,B26,-49.44,-58.02,-58.75,-60.65,-58.03,-49.44,-50.02,-60.45,-58.84
P002869,-31.5096706,-60.7231677,7.5,OUT,B26,-49.47,-58.04,-58.77,-60.68,-58.05,-49.47,-50.04,-60.47,-58.86
P002870,-31.5096706,-60.7231361,7.5,OUT,B26,-49.49,-58.06,-58.79,-60.7,-58.07,-49.49,-50.06,-60.49,-58.89
P002871,-31.5096706,-60.7231045,7.5,OUT,B26,-49.51,-58.08,-58.82,-60.72,-58.1,-49.51,-50.09,-60.52,-58.91
P002872,-31.5096706,-60.7230729,7.5,OUT,B26,-49.54,-58.11,-58.84,-60.74,-58.12,-49.54,-50.11,-60.54,-58.93
P002873,-31.5096706,-60.7230413,7.5,OUT,B26,-49.56,-58.13,-58.86,-60.77,-58.14,-49.56,-50.13,-60.56,-58.95
P002874,-31.5096706,-60.7230097,7.5,OUT,B26,-49.58,-58.15,-58.89,-60.79,-58.16,-49.58,-50.16,-60.58,-58.98
P002875,-31.5096706,-60.7229781,7.5,OUT,B26,-49.61,-58.18,-58.91,-60.81,-58.19,-49.61,-50.18,-60.61,-59.0
P002876,-31.5096706,-60.7229465,7.5,OUT,B26,-49.63,-58.2,-58.93,-60.84,-58.21,-49.63,-50.2,-60.63,-59.02
P002877,-31.5096706,-60.7229149,7.5,OUT,B26,-49.66,-58.22,-58.96,-60.86,-58.24,-49.66,-50.23,-60.66,-59.05
P002878,-31.5096706,-60.7228832,7.5,OUT,B26,-49.68,-58.25,-58.98,-60.88,-58.26,-49.68,-50.25,-60.68,-59.07
P002879,-31.5096706,-60.7228516,7.5,OUT,B26,-49.71,-58.27,-59.0,-60.91,-58.28,-49.71,-50.27,-60.7,-59.1
P002880,-31.5096706,-60.72282,7.5,OUT,B26,-49.73,-58.3,-59.03,-60.93,-58.31,-49.73,-50.3,-60.73,-59.12
P002882,-31.5096706,-60.7227568,7.5,OUT,B26,-49.78,-58.35,-59.08,-60.98,-58.36,-49.78,-50.35,-60.78,-59.17
P002883,-31.5096706,-60.7227252,7.5,OUT,B26,-49.81,-58.37,-59.1,-61.01,-58.38,-49.81,-50.37,-60.8,-59.19
P002887,-31.5096706,-60.7225987,7.5,OUT,B26,-49.91,-58.47,-59.2,-61.11,-58.48,-49.91,-50.47,-60.9,-59.29
P002888,-31.5096706,-60.7225671,7.5,OUT,B26,-49.94,-58.49,-59.23,-61.13,-58.51,-49.94,-50.5,-60.93,-59.32
P002889,-31.5096706,-60.7225355,7.5,OUT,B26,-49.96,-58.52,-59.25,-61.16,-58.53,-49.96,-50.52,-60.95,-59.34
P002890,-31.5096706,-60.7225039,7.5,OUT,B26,-49.99,-58.55,-59.28,-61.18,-58.56,-49.99,-50.55,-60.98,-59.37
P002891,-31.5096706,-60.7224723,7.5,OUT,B26,-50.02,-58.57,-59.3,-61.21,-58.58,-50.02,-50.57,-61.0,-59.4
P002896,-31.5096706,-60.7223143,7.5,OUT,B26,-50.15,-58.7,-59.43,-61.34,-58.71,-50.15,-50.7,-61.13,-59.53
P002897,-31.5096706,-60.7222826,7.5,OUT,B26,-50.18,-58.73,-59.46,-61.36,-58.74,-50.18,-50.73,-61.16,-59.55
P002898,-31.5096706,-60.722251,7.5,OUT,B26,-50.2,-58.75,-59.49,-61.39,-58.76,-50.2,-50.76,-61.18,-59.58
P002904,-31.5096706,-60.7220614,7.5,OUT,B26,-50.37,-58.91,-59.65,-61.55,-58.92,-50.37,-50.92,-61.34,-59.74
P002905,-31.5096706,-60.7220298,7.5,OUT,B26,-50.39,-58.94,-59.67,-61.58,-58.95,-50.39,-50.94,-61.37,-59.76
P002906,-31.5096706,-60.7219982,7.5,OUT,B26,-50.42,-58.97,-59.7,-61.6,-58.98,-50.42,-50.97,-61.4,-59.79
P002907,-31.5096706,-60.7219665,7.5,OUT,B26,-50.45,-58.99,-59.73,-61.63,-59.0,-50.45,-51.0,-61.42,-59.82
P002908,-31.5096706,-60.7219349,7.5,OUT,B26,-50.48,-59.02,-59.75,-61.66,-59.03,-50.48,-51.02,-61.45,-59.84
P002909,-31.5096706,-60.7219033,7.5,OUT,B26,-50.51,-59.05,-59.78,-61.68,-59.06,-50.51,-51.05,-61.48,-59.87
P002910,-31.5096706,-60.7218717,7.5,OUT,B26,-50.53,-59.07,-59.81,-61.71,-59.09,-50.53,-51.08,-61.51,-59.9
P002911,-31.5096706,-60.7218401,7.5,OUT,B26,-50.56,-59.1,-59.83,-61.74,-59.11,-50.56,-51.1,-61.53,-59.93
P002912,-31.5096706,-60.7218085,7.5,OUT,B26,-50.59,-59.13,-59.86,-61.76,-59.14,-50.59,-51.13,-61.56,-59.95
P002913,-31.5096706,-60.7217769,7.5,OUT,B26,-50.62,-59.16,-59.89,-61.79,-59.17,-50.62,-51.16,-61.59,-59.98
P002914,-31.5096706,-60.7217453,7.5,OUT,B26,-50.64,-59.18,-59.92,-61.82,-59.19,-50.64,-51.18,-61.61,-60.01
P002915,-31.5096706,-60.7217137,7.5,OUT,B26,-50.67,-59.21,-59.94,-61.85,-59.22,-50.67,-51.21,-61.64,-60.03
P002916,-31.5096706,-60.7216821,7.5,OUT,B26,-50.7,-59.24,-59.97,-61.87,-59.25,-50.7,-51.24,-61.67,-60.06
P002917,-31.5096706,-60.7216504,7.5,OUT,B26,-50.73,-59.26,-60.0,-61.9,-59.27,-50.73,-51.26,-61.69,-60.09
P002918,-31.5096706,-60.7216188,7.5,OUT,B26,-50.76,-59.29,-60.02,-61.93,-59.3,-50.76,-51.29,-61.72,-60.11
P002919,-31.5096706,-60.7215872,7.5,OUT,B26,-50.78,-59.32,-60.05,-61.95,-59.33,-50.78,-51.32,-61.75,-60.14
P002923,-31.5096706,-60.7214608,7.5,OUT,B26,-50.9,-59.42,-60.16,-62.06,-59.43,-50.9,-51.43,-61.85,-60.25
P002924,-31.5096706,-60.7214292,7.5,OUT,B26,-50.93,-59.45,-60.18,-62.09,-59.46,-50.93,-51.45,-61.88,-60.27
P002925,-31.5096706,-60.7213976,7.5,OUT,B26,-50.95,-59.48,-60.21,-62.11,-59.49,-50.95,-51.48,-61.91,-60.3
P002926,-31.5096706,-60.721366,7.5,OUT,B26,-50.98,-59.5,-60.24,-62.14,-59.51,-50.98,-51.51,-61.93,-60.33
P002927,-31.5096706,-60.7213343,7.5,OUT,B26,-51.01,-59.53,-60.26,-62.17,-59.54,-51.01,-51.53,-61.96,-60.35
P002928,-31.5096706,-60.7213027,7.5,OUT,B26,-51.04,-59.56,-60.29,-62.19,-59.57,-51.04,-51.56,-61.99,-60.38
P002929,-31.5096706,-60.7212711,7.5,OUT,B26,-51.07,-59.58,-60.32,-62.22,-59.59,-51.07,-51.59,-62.01,-60.41
P002930,-31.5096706,-60.7212395,7.5,OUT,B26,-51.09,-59.61,-60.34,-62.25,-59.62,-51.09,-51.61,-62.04,-60.43
P002931,-31.5096706,-60.7212079,7.5,OUT,B26,-51.12,-59.64,-60.37,-62.27,-59.65,-51.12,-51.64,-62.07,-60.46
P002932,-31.5096706,-60.7211763,7.5,OUT,B26,-51.15,-59.66,-60.4,-62.3,-59.67,-51.15,-51.67,-62.09,-60.49
P002933,-31.5096706,-60.7211447,7.5,OUT,B26,-51.18,-59.69,-60.42,-62.33,-59.7,-51.18,-51.69,-62.12,-60.51
P002934,-31.5096706,-60.7211131,7.5,OUT,B26,-51.21,-59.72,-60.45,-62.35,-59.73,-51.21,-51.72,-62.15,-60.54
P002935,-31.5096706,-60.7210815,7.5,OUT,B26,-51.24,-59.74,-60.48,-62.38,-59.75,-51.24,-51.75,-62.17,-60.57
P002936,-31.5096706,-60.7210498,7.5,OUT,B26,-51.26,-59.77,-60.5,-62.41,-59.78,-51.26,-51.77,-62.2,-60.59
P002937,-31.5096706,-60.7210182,7.5,OUT,B26,-51.29,-59.8,-60.53,-62.43,-59.81,-51.29,-51.8,-62.23,-60.62
P002938,-31.5096706,-60.7209866,7.5,OUT,B26,-51.32,-59.82,-60.56,-62.46,-59.83,-51.32,-51.83,-62.25,-60.65
P002939,-31.5096706,-60.720955,7.5,OUT,B26,-51.35,-59.85,-60.58,-62.49,-59.86,-51.35,-51.85,-62.28,-60.67
P002940,-31.5096706,-60.7209234,7.5,OUT,B26,-51.38,-59.88,-60.61,-62.51,-59.89,-51.38,-51.88,-62.31,-60.7
P002941,-31.5096706,-60.7208918,7.5,OUT,B26,-51.41,-59.9,-60.63,-62.54,-59.91,-51.41,-51.9,-62.33,-60.73
P002942,-31.5096706,-60.7208602,7.5,OUT,B26,-51.43,-59.93,-60.66,-62.56,-59.94,-51.43,-51.93,-62.36,-60.75
P002943,-31.5096706,-60.7208286,7.5,OUT,B26,-51.46,-59.95,-60.69,-62.59,-59.97,-51.46,-51.96,-62.39,-60.78
P002944,-31.5096706,-60.720797,7.5,OUT,B26,-51.49,-59.98,-60.71,-62.62,-59.99,-51.49,-51.98,-62.41,-60.8
P002945,-31.5096706,-60.7207654,7.5,OUT,B26,-51.52,-60.01,-60.74,-62.64,-60.02,-51.52,-52.01,-62.44,-60.83
P002946,-31.5096706,-60.7207337,7.5,OUT,B26,-51.55,-60.03,-60.77,-62.67,-60.04,-51.55,-52.04,-62.46,-60.86
P002947,-31.5096706,-60.7207021,7.5,OUT,B26,-51.57,-60.06,-60.79,-62.7,-60.07,-51.57,-52.06,-62.49,-60.88
P002948,-31.5096706,-60.7206705,7.5,OUT,B26,-51.6,-60.09,-60.82,-62.72,-60.1,-51.6,-52.09,-62.52,-60.91
P002949,-31.5096706,-60.7206389,7.5,OUT,B26,-51.63,-60.11,-60.84,-62.75,-60.12,-51.63,-52.11,-62.54,-60.94
P002950,-31.5096706,-60.7206073,7.5,OUT,B26,-51.66,-60.14,-60.87,-62.77,-60.15,-51.66,-52.14,-62.57,-60.96
P002951,-31.5096706,-60.7205757,7.5,OUT,B26,-51.69,-60.16,-60.9,-62.8,-60.18,-51.69,-52.17,-62.6,-60.99
P002952,-31.5096706,-60.7205441,7.5,OUT,B26,-51.71,-60.19,-60.92,-62.83,-60.2,-51.71,-52.19,-62.62,-61.01
P002953,-31.5096706,-60.7205125,7.5,OUT,B26,-51.74,-60.22,-60.95,-62.85,-60.23,-51.74,-52.22,-62.65,-61.04
P002954,-31.5096706,-60.7204809,7.5,OUT,B26,-51.77,-60.24,-60.97,-62.88,-60.25,-51.77,-52.24,-62.67,-61.07
P002955,-31.5096706,-60.7204493,7.5,OUT,B26,-51.8,-60.27,-61.0,-62.9,-60.28,-51.8,-52.27,-62.7,-61.09
P002956,-31.5096706,-60.7204176,7.5,OUT,B26,-51.83,-60.29,-61.03,-62.93,-60.31,-51.83,-52.3,-62.72,-61.12
P002957,-31.5096706,-60.720386,7.5,OUT,B26,-51.85,-60.32,-61.05,-62.96,-60.33,-51.85,-52.32,-62.75,-61.14
P002958,-31.5096706,-60.7203544,7.5,OUT,B26,-51.88,-60.35,-61.08,-62.98,-60.36,-51.88,-52.35,-62.78,-61.17
P002959,-31.5096706,-60.7203228,7.5,OUT,B26,-51.91,-60.37,-61.1,-63.01,-60.38,-51.91,-52.37,-62.8,-61.19
P002960,-31.5096706,-60.7202912,7.5,OUT,B26,-51.94,-60.4,-61.13,-63.03,-60.41,-51.94,-52.4,-62.83,-61.22
P002961,-31.5096706,-60.7202596,7.5,OUT,B26,-51.97,-60.42,-61.15,-63.06,-60.43,-51.97,-52.42,-62.85,-61.25
P002962,-31.5096706,-60.720228,7.5,OUT,B26,-51.99,-60.45,-61.18,-63.08,-60.46,-51.99,-52.45,-62.88,-61.27
P002963,-31.5096706,-60.7201964,7.5,OUT,B26,-52.02,-60.47,-61.21,-63.11,-60.48,-52.02,-52.48,-62.9,-61.3
P002964,-31.5096706,-60.7201648,7.5,OUT,B26,-52.05,-60.5,-61.23,-63.13,-60.51,-52.05,-52.5,-62.93,-61.32
P002965,-31.5096706,-60.7201332,7.5,OUT,B26,-52.08,-60.52,-61.26,-63.16,-60.54,-52.08,-52.53,-62.95,-61.35
P002966,-31.5096706,-60.7201015,7.5,OUT,B26,-52.1,-60.55,-61.28,-63.19,-60.56,-52.1,-52.55,-62.98,-61.37
P002967,-31.5096706,-60.7200699,7.5,OUT,B26,-52.13,-60.57,-61.31,-63.21,-60.59,-52.13,-52.58,-63.01,-61.4
P002968,-31.5096706,-60.7200383,7.5,OUT,B26,-52.16,-60.6,-61.33,-63.24,-60.61,-52.16,-52.6,-63.03,-61.42
P002969,-31.5096706,-60.7200067,7.5,OUT,B26,-52.19,-60.63,-61.36,-63.26,-60.64,-52.19,-52.63,-63.06,-61.45
P002970,-31.5096706,-60.7199751,7.5,OUT,B26,-52.21,-60.65,-61.38,-63.29,-60.66,-52.21,-52.65,-63.08,-61.47
P002971,-31.5096706,-60.7199435,7.5,OUT,B26,-52.24,-60.68,-61.41,-63.31,-60.69,-52.24,-52.68,-63.11,-61.5
P002972,-31.5096706,-60.7199119,7.5,OUT,B26,-52.27,-60.7,-61.43,-63.34,-60.71,-52.27,-52.7,-63.13,-61.52
P002973,-31.5096706,-60.7198803,7.5,OUT,B26,-52.3,-60.73,-61.46,-63.36,-60.74,-52.3,-52.73,-63.16,-61.55
P002974,-31.5096706,-60.7198487,7.5,OUT,B26,-52.32,-60.75,-61.48,-63.39,-60.76,-52.32,-52.75,-63.18,-61.57
P002975,-31.5096706,-60.7198171,7.5,OUT,B26,-52.35,-60.77,-61.51,-63.41,-60.79,-52.35,-52.78,-63.21,-61.6
P002976,-31.5096706,-60.7197854,7.5,OUT,B26,-52.38,-60.8,-61.53,-63.44,-60.81,-52.38,-52.8,-63.23,-61.62
P002977,-31.5096706,-60.7197538,7.5,OUT,B26,-52.41,-60.82,-61.56,-63.46,-60.84,-52.41,-52.83,-63.26,-61.65
P002978,-31.5096706,-60.7197222,7.5,OUT,B26,-52.43,-60.85,-61.58,-63.48,-60.86,-52.43,-52.85,-63.28,-61.67
P002979,-31.5096706,-60.7196906,7.5,OUT,B26,-52.46,-60.87,-61.61,-63.51,-60.88,-52.46,-52.88,-63.3,-61.7
P002980,-31.5096706,-60.719659,7.5,OUT,B26,-52.49,-60.9,-61.63,-63.53,-60.91,-52.49,-52.9,-63.33,-61.72
P002981,-31.5096436,-60.7234522,7.5,OUT,B26,-49.31,-57.9,-58.63,-60.53,-57.91,-49.31,-49.9,-60.33,-58.72
P002982,-31.5096436,-60.7234206,7.5,OUT,B26,-49.33,-57.92,-58.65,-60.55,-57.93,-49.33,-49.92,-60.35,-58.74
P002983,-31.5096436,-60.723389,7.5,OUT,B26,-49.35,-57.94,-58.67,-60.57,-57.95,-49.35,-49.94,-60.37,-58.76
P002984,-31.5096436,-60.7233574,7.5,OUT,B26,-49.38,-57.96,-58.69,-60.6,-57.97,-49.38,-49.96,-60.39,-58.78
P002985,-31.5096436,-60.7233258,7.5,OUT,B26,-49.4,-57.98,-58.71,-60.62,-57.99,-49.4,-49.98,-60.41,-58.8
P002986,-31.5096436,-60.7232942,7.5,OUT,B26,-49.42,-58.0,-58.73,-60.64,-58.01,-49.42,-50.0,-60.43,-58.82
P002987,-31.5096436,-60.7232626,7.5,OUT,B26,-49.44,-58.02,-58.75,-60.66,-58.03,-49.44,-50.02,-60.45,-58.85
P002988,-31.5096436,-60.723231,7.5,OUT,B26,-49.47,-58.04,-58.78,-60.68,-58.05,-49.47,-50.05,-60.47,-58.87
P002989,-31.5096436,-60.7231993,7.5,OUT,B26,-49.49,-58.06,-58.8,-60.7,-58.08,-49.49,-50.07,-60.5,-58.89
P002990,-31.5096436,-60.7231677,7.5,OUT,B26,-49.51,-58.09,-58.82,-60.72,-58.1,-49.51,-50.09,-60.52,-58.91
P002991,-31.5096436,-60.7231361,7.5,OUT,B26,-49.53,-58.11,-58.84,-60.74,-58.12,-49.53,-50.11,-60.54,-58.93
P002992,-31.5096436,-60.7231045,7.5,OUT,B26,-49.56,-58.13,-58.86,-60.77,-58.14,-49.56,-50.13,-60.56,-58.95
P002993,-31.5096436,-60.7230729,7.5,OUT,B26,-49.58,-58.15,-58.89,-60.79,-58.16,-49.58,-50.16,-60.58,-58.98
P002994,-31.5096436,-60.7230413,7.5,OUT,B26,-49.6,-58.18,-58.91,-60.81,-58.19,-49.6,-50.18,-60.61,-59.0
P002995,-31.5096436,-60.7230097,7.5,OUT,B26,-49.63,-58.2,-58.93,-60.83,-58.21,-49.63,-50.2,-60.63,-59.02
P002996,-31.5096436,-60.7229781,7.5,OUT,B26,-49.65,-58.22,-58.95,-60.86,-58.23,-49.65,-50.22,-60.65,-59.05
P002997,-31.5096436,-60.7229465,7.5,OUT,B26,-49.68,-58.24,-58.98,-60.88,-58.26,-49.68,-50.25,-60.68,-59.07
P002998,-31.5096436,-60.7229149,7.5,OUT,B26,-49.7,-58.27,-59.0,-60.9,-58.28,-49.7,-50.27,-60.7,-59.09
P003004,-31.5096436,-60.7227252,7.5,OUT,B26,-49.85,-58.41,-59.14,-61.05,-58.42,-49.85,-50.41,-60.84,-59.24
P003009,-31.5096436,-60.7225671,7.5,OUT,B26,-49.98,-58.54,-59.27,-61.17,-58.55,-49.98,-50.54,-60.97,-59.36
P003010,-31.5096436,-60.7225355,7.5,OUT,B26,-50.0,-58.56,-59.29,-61.2,-58.57,-50.0,-50.56,-60.99,-59.38
P003011,-31.5096436,-60.7225039,7.5,OUT,B26,-50.03,-58.59,-59.32,-61.22,-58.6,-50.03,-50.59,-61.02,-59.41
P003012,-31.5096436,-60.7224723,7.5,OUT,B26,-50.06,-58.61,-59.34,-61.25,-58.62,-50.06,-50.61,-61.04,-59.44
P003017,-31.5096436,-60.7223143,7.5,OUT,B26,-50.19,-58.74,-59.47,-61.38,-58.75,-50.19,-50.74,-61.17,-59.56
P003018,-31.5096436,-60.7222826,7.5,OUT,B26,-50.21,-58.77,-59.5,-61.4,-58.78,-50.21,-50.77,-61.2,-59.59
P003019,-31.5096436,-60.722251,7.5,OUT,B26,-50.24,-58.79,-59.52,-61.43,-58.8,-50.24,-50.79,-61.22,-59.62
P003020,-31.5096436,-60.7222194,7.5,OUT,B26,-50.27,-58.82,-59.55,-61.45,-58.83,-50.27,-50.82,-61.25,-59.64
P003025,-31.5096436,-60.7220614,7.5,OUT,B26,-50.4,-58.95,-59.68,-61.59,-58.96,-50.4,-50.95,-61.38,-59.77
P003026,-31.5096436,-60.7220298,7.5,OUT,B26,-50.43,-58.98,-59.71,-61.61,-58.99,-50.43,-50.98,-61.41,-59.8
P003027,-31.5096436,-60.7219982,7.5,OUT,B26,-50.46,-59.0,-59.73,-61.64,-59.01,-50.46,-51.0,-61.43,-59.83
P003028,-31.5096436,-60.7219665,7.5,OUT,B26,-50.49,-59.03,-59.76,-61.66,-59.04,-50.49,-51.03,-61.46,-59.85
P003029,-31.5096436,-60.7219349,7.5,OUT,B26,-50.51,-59.06,-59.79,-61.69,-59.07,-50.51,-51.06,-61.49,-59.88
P003030,-31.5096436,-60.7219033,7.5,OUT,B26,-50.54,-59.08,-59.81,-61.72,-59.09,-50.54,-51.08,-61.51,-59.91
P003031,-31.5096436,-60.7218717,7.5,OUT,B26,-50.57,-59.11,-59.84,-61.74,-59.12,-50.57,-51.11,-61.54,-59.93
P003032,-31.5096436,-60.7218401,7.5,OUT,B26,-50.6,-59.14,-59.87,-61.77,-59.15,-50.6,-51.14,-61.57,-59.96
P003033,-31.5096436,-60.7218085,7.5,OUT,B26,-50.62,-59.16,-59.89,-61.8,-59.17,-50.62,-51.16,-61.59,-59.99
P003034,-31.5096436,-60.7217769,7.5,OUT,B26,-50.65,-59.19,-59.92,-61.83,-59.2,-50.65,-51.19,-61.62,-60.01
P003035,-31.5096436,-60.7217453,7.5,OUT,B26,-50.68,-59.22,-59.95,-61.85,-59.23,-50.68,-51.22,-61.65,-60.04
P003036,-31.5096436,-60.7217137,7.5,OUT,B26,-50.71,-59.24,-59.98,-61.88,-59.25,-50.71,-51.25,-61.67,-60.07
P003037,-31.5096436,-60.7216821,7.5,OUT,B26,-50.73,-59.27,-60.0,-61.91,-59.28,-50.73,-51.27,-61.7,-60.09
P003038,-31.5096436,-60.7216504,7.5,OUT,B26,-50.76,-59.3,-60.03,-61.93,-59.31,-50.76,-51.3,-61.73,-60.12
P003039,-31.5096436,-60.7216188,7.5,OUT,B26,-50.79,-59.32,-60.05,-61.96,-59.33,-50.79,-51.32,-61.75,-60.15
