point_id,lat,lon,z_m,status,banda_max,rx_max_dbm,rx_B2,rx_B4,rx_B7,rx_B25,rx_B26,rx_B28,rx_B41,rx_B66
P003040,-31.5096436,-60.7215872,7.5,OUT,B26,-50.82,-59.35,-60.08,-61.98,-59.36,-50.82,-51.35,-61.78,-60.17
P003041,-31.5096436,-60.7215556,7.5,OUT,B26,-50.85,-59.38,-60.11,-62.01,-59.39,-50.85,-51.38,-61.81,-60.2
P003042,-31.5096436,-60.721524,7.5,OUT,B26,-50.87,-59.4,-60.13,-62.04,-59.41,-50.87,-51.4,-61.83,-60.23
P003043,-31.5096436,-60.7214924,7.5,OUT,B26,-50.9,-59.43,-60.16,-62.06,-59.44,-50.9,-51.43,-61.86,-60.25
P003044,-31.5096436,-60.7214608,7.5,OUT,B26,-50.93,-59.45,-60.19,-62.09,-59.47,-50.93,-51.46,-61.89,-60.28
P003045,-31.5096436,-60.7214292,7.5,OUT,B26,-50.96,-59.48,-60.21,-62.12,-59.49,-50.96,-51.48,-61.91,-60.3
P003046,-31.5096436,-60.7213976,7.5,OUT,B26,-50.99,-59.51,-60.24,-62.14,-59.52,-50.99,-51.51,-61.94,-60.33
P003047,-31.5096436,-60.721366,7.5,OUT,B26,-51.01,-59.53,-60.27,-62.17,-59.55,-51.01,-51.54,-61.96,-60.36
P003048,-31.5096436,-60.7213343,7.5,OUT,B26,-51.04,-59.56,-60.29,-62.2,-59.57,-51.04,-51.56,-61.99,-60.38
P003049,-31.5096436,-60.7213027,7.5,OUT,B26,-51.07,-59.59,-60.32,-62.22,-59.6,-51.07,-51.59,-62.02,-60.41
P003050,-31.5096436,-60.7212711,7.5,OUT,B26,-51.1,-59.61,-60.35,-62.25,-59.62,-51.1,-51.62,-62.04,-60.44
P003051,-31.5096436,-60.7212395,7.5,OUT,B26,-51.13,-59.64,-60.37,-62.28,-59.65,-51.13,-51.64,-62.07,-60.46
P003052,-31.5096436,-60.7212079,7.5,OUT,B26,-51.15,-59.67,-60.4,-62.3,-59.68,-51.15,-51.67,-62.1,-60.49
P003053,-31.5096436,-60.7211763,7.5,OUT,B26,-51.18,-59.69,-60.43,-62.33,-59.7,-51.18,-51.7,-62.12,-60.52
P003054,-31.5096436,-60.7211447,7.5,OUT,B26,-51.21,-59.72,-60.45,-62.36,-59.73,-51.21,-51.72,-62.15,-60.54
P003055,-31.5096436,-60.7211131,7.5,OUT,B26,-51.24,-59.75,-60.48,-62.38,-59.76,-51.24,-51.75,-62.18,-60.57
P003056,-31.5096436,-60.7210815,7.5,OUT,B26,-51.27,-59.77,-60.5,-62.41,-59.78,-51.27,-51.77,-62.2,-60.6
P003057,-31.5096436,-60.7210498,7.5,OUT,B26,-51.29,-59.8,-60.53,-62.43,-59.81,-51.29,-51.8,-62.23,-60.62
P003058,-31.5096436,-60.7210182,7.5,OUT,B26,-51.32,-59.82,-60.56,-62.46,-59.84,-51.32,-51.83,-62.26,-60.65
P003059,-31.5096436,-60.7209866,7.5,OUT,B26,-51.35,-59.85,-60.58,-62.49,-59.86,-51.35,-51.85,-62.28,-60.67
P003060,-31.5096436,-60.720955,7.5,OUT,B26,-51.38,-59.88,-60.61,-62.51,-59.89,-51.38,-51.88,-62.31,-60.7
P003061,-31.5096436,-60.7209234,7.5,OUT,B26,-51.41,-59.9,-60.64,-62.54,-59.91,-51.41,-51.91,-62.33,-60.73
P003062,-31.5096436,-60.7208918,7.5,OUT,B26,-51.43,-59.93,-60.66,-62.57,-59.94,-51.43,-51.93,-62.36,-60.75
P003063,-31.5096436,-60.7208602,7.5,OUT,B26,-51.46,-59.96,-60.69,-62.59,-59.97,-51.46,-51.96,-62.39,-60.78
P003064,-31.5096436,-60.7208286,7.5,OUT,B26,-51.49,-59.98,-60.71,-62.62,-59.99,-51.49,-51.98,-62.41,-60.81
P003065,-31.5096436,-60.720797,7.5,OUT,B26,-51.52,-60.01,-60.74,-62.64,-60.02,-51.52,-52.01,-62.44,-60.83
P003066,-31.5096436,-60.7207654,7.5,OUT,B26,-51.55,-60.03,-60.77,-62.67,-60.05,-51.55,-52.04,-62.47,-60.86
P003067,-31.5096436,-60.7207337,7.5,OUT,B26,-51.57,-60.06,-60.79,-62.7,-60.07,-51.57,-52.06,-62.49,-60.88
P003068,-31.5096436,-60.7207021,7.5,OUT,B26,-51.6,-60.09,-60.82,-62.72,-60.1,-51.6,-52.09,-62.52,-60.91
P003069,-31.5096436,-60.7206705,7.5,OUT,B26,-51.63,-60.11,-60.84,-62.75,-60.12,-51.63,-52.11,-62.54,-60.94
P003070,-31.5096436,-60.7206389,7.5,OUT,B26,-51.66,-60.14,-60.87,-62.77,-60.15,-51.66,-52.14,-62.57,-60.96
P003071,-31.5096436,-60.7206073,7.5,OUT,B26,-51.69,-60.16,-60.9,-62.8,-60.18,-51.69,-52.17,-62.59,-60.99
P003072,-31.5096436,-60.7205757,7.5,OUT,B26,-51.71,-60.19,-60.92,-62.83,-60.2,-51.71,-52.19,-62.62,-61.01
P003073,-31.5096436,-60.7205441,7.5,OUT,B26,-51.74,-60.22,-60.95,-62.85,-60.23,-51.74,-52.22,-62.65,-61.04
P003074,-31.5096436,-60.7205125,7.5,OUT,B26,-51.77,-60.24,-60.97,-62.88,-60.25,-51.77,-52.24,-62.67,-61.07
P003075,-31.5096436,-60.7204809,7.5,OUT,B26,-51.8,-60.27,-61.0,-62.9,-60.28,-51.8,-52.27,-62.7,-61.09
P003076,-31.5096436,-60.7204493,7.5,OUT,B26,-51.82,-60.29,-61.03,-62.93,-60.3,-51.82,-52.3,-62.72,-61.12
P003077,-31.5096436,-60.7204176,7.5,OUT,B26,-51.85,-60.32,-61.05,-62.95,-60.33,-51.85,-52.32,-62.75,-61.14
P003078,-31.5096436,-60.720386,7.5,OUT,B26,-51.88,-60.34,-61.08,-62.98,-60.36,-51.88,-52.35,-62.78,-61.17
P003079,-31.5096436,-60.7203544,7.5,OUT,B26,-51.91,-60.37,-61.1,-63.01,-60.38,-51.91,-52.37,-62.8,-61.19
P003080,-31.5096436,-60.7203228,7.5,OUT,B26,-51.94,-60.4,-61.13,-63.03,-60.41,-51.94,-52.4,-62.83,-61.22
P003081,-31.5096436,-60.7202912,7.5,OUT,B26,-51.96,-60.42,-61.15,-63.06,-60.43,-51.96,-52.42,-62.85,-61.24
P003082,-31.5096436,-60.7202596,7.5,OUT,B26,-51.99,-60.45,-61.18,-63.08,-60.46,-51.99,-52.45,-62.88,-61.27
P003083,-31.5096436,-60.720228,7.5,OUT,B26,-52.02,-60.47,-61.2,-63.11,-60.48,-52.02,-52.47,-62.9,-61.3
P003084,-31.5096436,-60.7201964,7.5,OUT,B26,-52.05,-60.5,-61.23,-63.13,-60.51,-52.05,-52.5,-62.93,-61.32
P003085,-31.5096436,-60.7201648,7.5,OUT,B26,-52.07,-60.52,-61.25,-63.16,-60.53,-52.07,-52.52,-62.95,-61.35
P003086,-31.5096436,-60.7201332,7.5,OUT,B26,-52.1,-60.55,-61.28,-63.18,-60.56,-52.1,-52.55,-62.98,-61.37
P003087,-31.5096436,-60.7201015,7.5,OUT,B26,-52.13,-60.57,-61.3,-63.21,-60.58,-52.13,-52.57,-63.0,-61.4
P003088,-31.5096436,-60.7200699,7.5,OUT,B26,-52.16,-60.6,-61.33,-63.23,-60.61,-52.16,-52.6,-63.03,-61.42
P003089,-31.5096436,-60.7200383,7.5,OUT,B26,-52.18,-60.62,-61.36,-63.26,-60.63,-52.18,-52.62,-63.05,-61.45
P003090,-31.5096436,-60.7200067,7.5,OUT,B26,-52.21,-60.65,-61.38,-63.28,-60.66,-52.21,-52.65,-63.08,-61.47
P003091,-31.5096436,-60.7199751,7.5,OUT,B26,-52.24,-60.67,-61.41,-63.31,-60.68,-52.24,-52.67,-63.1,-61.5
P003092,-31.5096436,-60.7199435,7.5,OUT,B26,-52.27,-60.7,-61.43,-63.33,-60.71,-52.27,-52.7,-63.13,-61.52
P003093,-31.5096436,-60.7199119,7.5,OUT,B26,-52.29,-60.72,-61.45,-63.36,-60.73,-52.29,-52.72,-63.15,-61.55
P003094,-31.5096436,-60.7198803,7.5,OUT,B26,-52.32,-60.75,-61.48,-63.38,-60.76,-52.32,-52.75,-63.18,-61.57
P003095,-31.5096436,-60.7198487,7.5,OUT,B26,-52.35,-60.77,-61.5,-63.41,-60.78,-52.35,-52.77,-63.2,-61.6
P003096,-31.5096436,-60.7198171,7.5,OUT,B26,-52.37,-60.8,-61.53,-63.43,-60.81,-52.37,-52.8,-63.23,-61.62
P003097,-31.5096436,-60.7197854,7.5,OUT,B26,-52.4,-60.82,-61.55,-63.46,-60.83,-52.4,-52.82,-63.25,-61.64
P003098,-31.5096167,-60.7235787,7.5,OUT,B26,-49.28,-57.87,-58.6,-60.51,-57.88,-49.28,-49.87,-60.3,-58.69
P003099,-31.5096167,-60.7235471,7.5,OUT,B26,-49.3,-57.89,-58.62,-60.53,-57.9,-49.3,-49.89,-60.32,-58.71
P003100,-31.5096167,-60.7235154,7.5,OUT,B26,-49.32,-57.91,-58.64,-60.54,-57.92,-49.32,-49.91,-60.34,-58.73
P003101,-31.5096167,-60.7234838,7.5,OUT,B26,-49.34,-57.93,-58.66,-60.56,-57.94,-49.34,-49.93,-60.36,-58.75
P003102,-31.5096167,-60.7234522,7.5,OUT,B26,-49.36,-57.95,-58.68,-60.58,-57.96,-49.36,-49.95,-60.38,-58.77
P003103,-31.5096167,-60.7234206,7.5,OUT,B26,-49.38,-57.97,-58.7,-60.6,-57.98,-49.38,-49.97,-60.4,-58.79
P003104,-31.5096167,-60.723389,7.5,OUT,B26,-49.4,-57.99,-58.72,-60.62,-58.0,-49.4,-49.99,-60.42,-58.81
P003105,-31.5096167,-60.7233574,7.5,OUT,B26,-49.42,-58.01,-58.74,-60.64,-58.02,-49.42,-50.01,-60.44,-58.83
P003106,-31.5096167,-60.7233258,7.5,OUT,B26,-49.45,-58.03,-58.76,-60.66,-58.04,-49.45,-50.03,-60.46,-58.85
P003107,-31.5096167,-60.7232942,7.5,OUT,B26,-49.47,-58.05,-58.78,-60.68,-58.06,-49.47,-50.05,-60.48,-58.87
P003108,-31.5096167,-60.7232626,7.5,OUT,B26,-49.49,-58.07,-58.8,-60.7,-58.08,-49.49,-50.07,-60.5,-58.89
P003109,-31.5096167,-60.723231,7.5,OUT,B26,-49.51,-58.09,-58.82,-60.73,-58.1,-49.51,-50.09,-60.52,-58.91
P003110,-31.5096167,-60.7231993,7.5,OUT,B26,-49.53,-58.11,-58.84,-60.75,-58.12,-49.53,-50.11,-60.54,-58.93
P003111,-31.5096167,-60.7231677,7.5,OUT,B26,-49.56,-58.13,-58.87,-60.77,-58.14,-49.56,-50.13,-60.56,-58.96
P003112,-31.5096167,-60.7231361,7.5,OUT,B26,-49.58,-58.15,-58.89,-60.79,-58.17,-49.58,-50.16,-60.59,-58.98
P003113,-31.5096167,-60.7231045,7.5,OUT,B26,-49.6,-58.18,-58.91,-60.81,-58.19,-49.6,-50.18,-60.61,-59.0
P003114,-31.5096167,-60.7230729,7.5,OUT,B26,-49.63,-58.2,-58.93,-60.83,-58.21,-49.63,-50.2,-60.63,-59.02
P003115,-31.5096167,-60.7230413,7.5,OUT,B26,-49.65,-58.22,-58.95,-60.86,-58.23,-49.65,-50.22,-60.65,-59.04
P003116,-31.5096167,-60.7230097,7.5,OUT,B26,-49.67,-58.24,-58.98,-60.88,-58.25,-49.67,-50.25,-60.67,-59.07
P003117,-31.5096167,-60.7229781,7.5,OUT,B26,-49.7,-58.27,-59.0,-60.9,-58.28,-49.7,-50.27,-60.7,-59.09
P003118,-31.5096167,-60.7229465,7.5,OUT,B26,-49.72,-58.29,-59.02,-60.92,-58.3,-49.72,-50.29,-60.72,-59.11
P003119,-31.5096167,-60.7229149,7.5,OUT,B26,-49.74,-58.31,-59.04,-60.95,-58.32,-49.74,-50.31,-60.74,-59.14
P003125,-31.5096167,-60.7227252,7.5,OUT,B26,-49.89,-58.45,-59.19,-61.09,-58.46,-49.89,-50.46,-60.88,-59.28
P003130,-31.5096167,-60.7225671,7.5,OUT,B26,-50.02,-58.58,-59.31,-61.21,-58.59,-50.02,-50.58,-61.01,-59.4
P003131,-31.5096167,-60.7225355,7.5,OUT,B26,-50.04,-58.6,-59.33,-61.24,-58.61,-50.04,-50.6,-61.03,-59.42
P003132,-31.5096167,-60.7225039,7.5,OUT,B26,-50.07,-58.63,-59.36,-61.26,-58.64,-50.07,-50.63,-61.06,-59.45
P003133,-31.5096167,-60.7224723,7.5,OUT,B26,-50.1,-58.65,-59.38,-61.29,-58.66,-50.1,-50.65,-61.08,-59.47
P003138,-31.5096167,-60.7223143,7.5,OUT,B26,-50.23,-58.78,-59.51,-61.41,-58.79,-50.23,-50.78,-61.21,-59.6
P003139,-31.5096167,-60.7222826,7.5,OUT,B26,-50.25,-58.8,-59.54,-61.44,-58.81,-50.25,-50.81,-61.23,-59.63
P003140,-31.5096167,-60.722251,7.5,OUT,B26,-50.28,-58.83,-59.56,-61.47,-58.84,-50.28,-50.83,-61.26,-59.65
P003141,-31.5096167,-60.7222194,7.5,OUT,B26,-50.31,-58.85,-59.59,-61.49,-58.87,-50.31,-50.86,-61.29,-59.68
P003147,-31.5096167,-60.7220298,7.5,OUT,B26,-50.47,-59.01,-59.74,-61.65,-59.02,-50.47,-51.01,-61.44,-59.83
P003148,-31.5096167,-60.7219982,7.5,OUT,B26,-50.49,-59.04,-59.77,-61.67,-59.05,-50.49,-51.04,-61.47,-59.86
P003149,-31.5096167,-60.7219665,7.5,OUT,B26,-50.52,-59.06,-59.8,-61.7,-59.07,-50.52,-51.07,-61.49,-59.89
P003150,-31.5096167,-60.7219349,7.5,OUT,B26,-50.55,-59.09,-59.82,-61.73,-59.1,-50.55,-51.09,-61.52,-59.91
P003151,-31.5096167,-60.7219033,7.5,OUT,B26,-50.58,-59.12,-59.85,-61.75,-59.13,-50.58,-51.12,-61.55,-59.94
P003152,-31.5096167,-60.7218717,7.5,OUT,B26,-50.6,-59.14,-59.88,-61.78,-59.15,-50.6,-51.15,-61.57,-59.97
P003153,-31.5096167,-60.7218401,7.5,OUT,B26,-50.63,-59.17,-59.9,-61.81,-59.18,-50.63,-51.17,-61.6,-59.99
P003154,-31.5096167,-60.7218085,7.5,OUT,B26,-50.66,-59.2,-59.93,-61.83,-59.21,-50.66,-51.2,-61.63,-60.02
P003155,-31.5096167,-60.7217769,7.5,OUT,B26,-50.69,-59.22,-59.96,-61.86,-59.23,-50.69,-51.22,-61.65,-60.05
P003156,-31.5096167,-60.7217453,7.5,OUT,B26,-50.71,-59.25,-59.98,-61.89,-59.26,-50.71,-51.25,-61.68,-60.07
P003157,-31.5096167,-60.7217137,7.5,OUT,B26,-50.74,-59.28,-60.01,-61.91,-59.29,-50.74,-51.28,-61.71,-60.1
P003158,-31.5096167,-60.7216821,7.5,OUT,B26,-50.77,-59.3,-60.03,-61.94,-59.31,-50.77,-51.3,-61.73,-60.13
P003159,-31.5096167,-60.7216504,7.5,OUT,B26,-50.8,-59.33,-60.06,-61.97,-59.34,-50.8,-51.33,-61.76,-60.15
P003160,-31.5096167,-60.7216188,7.5,OUT,B26,-50.82,-59.36,-60.09,-61.99,-59.37,-50.82,-51.36,-61.79,-60.18
P003161,-31.5096167,-60.7215872,7.5,OUT,B26,-50.85,-59.38,-60.11,-62.02,-59.39,-50.85,-51.38,-61.81,-60.21
P003162,-31.5096167,-60.7215556,7.5,OUT,B26,-50.88,-59.41,-60.14,-62.04,-59.42,-50.88,-51.41,-61.84,-60.23
P003163,-31.5096167,-60.721524,7.5,OUT,B26,-50.91,-59.43,-60.17,-62.07,-59.44,-50.91,-51.44,-61.86,-60.26
P003164,-31.5096167,-60.7214924,7.5,OUT,B26,-50.93,-59.46,-60.19,-62.1,-59.47,-50.93,-51.46,-61.89,-60.28
P003165,-31.5096167,-60.7214608,7.5,OUT,B26,-50.96,-59.49,-60.22,-62.12,-59.5,-50.96,-51.49,-61.92,-60.31
P003166,-31.5096167,-60.7214292,7.5,OUT,B26,-50.99,-59.51,-60.25,-62.15,-59.52,-50.99,-51.51,-61.94,-60.34
P003167,-31.5096167,-60.7213976,7.5,OUT,B26,-51.02,-59.54,-60.27,-62.17,-59.55,-51.02,-51.54,-61.97,-60.36
P003168,-31.5096167,-60.721366,7.5,OUT,B26,-51.04,-59.56,-60.3,-62.2,-59.58,-51.04,-51.57,-62.0,-60.39
P003169,-31.5096167,-60.7213343,7.5,OUT,B26,-51.07,-59.59,-60.32,-62.23,-59.6,-51.07,-51.59,-62.02,-60.42
P003170,-31.5096167,-60.7213027,7.5,OUT,B26,-51.1,-59.62,-60.35,-62.25,-59.63,-51.1,-51.62,-62.05,-60.44
P003171,-31.5096167,-60.7212711,7.5,OUT,B26,-51.13,-59.64,-60.38,-62.28,-59.65,-51.13,-51.65,-62.07,-60.47
P003172,-31.5096167,-60.7212395,7.5,OUT,B26,-51.16,-59.67,-60.4,-62.31,-59.68,-51.16,-51.67,-62.1,-60.49
P003173,-31.5096167,-60.7212079,7.5,OUT,B26,-51.18,-59.7,-60.43,-62.33,-59.71,-51.18,-51.7,-62.13,-60.52
P003174,-31.5096167,-60.7211763,7.5,OUT,B26,-51.21,-59.72,-60.45,-62.36,-59.73,-51.21,-51.72,-62.15,-60.55
P003175,-31.5096167,-60.7211447,7.5,OUT,B26,-51.24,-59.75,-60.48,-62.38,-59.76,-51.24,-51.75,-62.18,-60.57
P003176,-31.5096167,-60.7211131,7.5,OUT,B26,-51.27,-59.77,-60.51,-62.41,-59.79,-51.27,-51.78,-62.21,-60.6
P003177,-31.5096167,-60.7210815,7.5,OUT,B26,-51.3,-59.8,-60.53,-62.44,-59.81,-51.3,-51.8,-62.23,-60.62
P003178,-31.5096167,-60.7210498,7.5,OUT,B26,-51.32,-59.83,-60.56,-62.46,-59.84,-51.32,-51.83,-62.26,-60.65
P003179,-31.5096167,-60.7210182,7.5,OUT,B26,-51.35,-59.85,-60.59,-62.49,-59.86,-51.35,-51.86,-62.28,-60.68
P003180,-31.5096167,-60.7209866,7.5,OUT,B26,-51.38,-59.88,-60.61,-62.52,-59.89,-51.38,-51.88,-62.31,-60.7
P003181,-31.5096167,-60.720955,7.5,OUT,B26,-51.41,-59.91,-60.64,-62.54,-59.92,-51.41,-51.91,-62.34,-60.73
P003182,-31.5096167,-60.7209234,7.5,OUT,B26,-51.43,-59.93,-60.66,-62.57,-59.94,-51.43,-51.93,-62.36,-60.75
P003183,-31.5096167,-60.7208918,7.5,OUT,B26,-51.46,-59.96,-60.69,-62.59,-59.97,-51.46,-51.96,-62.39,-60.78
P003184,-31.5096167,-60.7208602,7.5,OUT,B26,-51.49,-59.98,-60.72,-62.62,-59.99,-51.49,-51.99,-62.41,-60.81
P003185,-31.5096167,-60.7208286,7.5,OUT,B26,-51.52,-60.01,-60.74,-62.65,-60.02,-51.52,-52.01,-62.44,-60.83
P003186,-31.5096167,-60.720797,7.5,OUT,B26,-51.55,-60.03,-60.77,-62.67,-60.05,-51.55,-52.04,-62.47,-60.86
P003187,-31.5096167,-60.7207654,7.5,OUT,B26,-51.57,-60.06,-60.79,-62.7,-60.07,-51.57,-52.06,-62.49,-60.88
P003188,-31.5096167,-60.7207337,7.5,OUT,B26,-51.6,-60.09,-60.82,-62.72,-60.1,-51.6,-52.09,-62.52,-60.91
P003189,-31.5096167,-60.7207021,7.5,OUT,B26,-51.63,-60.11,-60.85,-62.75,-60.12,-51.63,-52.11,-62.54,-60.94
P003190,-31.5096167,-60.7206705,7.5,OUT,B26,-51.66,-60.14,-60.87,-62.77,-60.15,-51.66,-52.14,-62.57,-60.96
P003191,-31.5096167,-60.7206389,7.5,OUT,B26,-51.68,-60.16,-60.9,-62.8,-60.18,-51.68,-52.17,-62.59,-60.99
P003192,-31.5096167,-60.7206073,7.5,OUT,B26,-51.71,-60.19,-60.92,-62.83,-60.2,-51.71,-52.19,-62.62,-61.01
P003193,-31.5096167,-60.7205757,7.5,OUT,B26,-51.74,-60.22,-60.95,-62.85,-60.23,-51.74,-52.22,-62.65,-61.04
P003194,-31.5096167,-60.7205441,7.5,OUT,B26,-51.77,-60.24,-60.97,-62.88,-60.25,-51.77,-52.24,-62.67,-61.06
P003195,-31.5096167,-60.7205125,7.5,OUT,B26,-51.79,-60.27,-61.0,-62.9,-60.28,-51.79,-52.27,-62.7,-61.09
P003196,-31.5096167,-60.7204809,7.5,OUT,B26,-51.82,-60.29,-61.02,-62.93,-60.3,-51.82,-52.29,-62.72,-61.12
P003197,-31.5096167,-60.7204493,7.5,OUT,B26,-51.85,-60.32,-61.05,-62.95,-60.33,-51.85,-52.32,-62.75,-61.14
P003198,-31.5096167,-60.7204176,7.5,OUT,B26,-51.88,-60.34,-61.08,-62.98,-60.35,-51.88,-52.35,-62.77,-61.17
P003199,-31.5096167,-60.720386,7.5,OUT,B26,-51.91,-60.37,-61.1,-63.0,-60.38,-51.91,-52.37,-62.8,-61.19
P003200,-31.5096167,-60.7203544,7.5,OUT,B26,-51.93,-60.39,-61.13,-63.03,-60.4,-51.93,-52.4,-62.82,-61.22
P003201,-31.5096167,-60.7203228,7.5,OUT,B26,-51.96,-60.42,-61.15,-63.06,-60.43,-51.96,-52.42,-62.85,-61.24
P003202,-31.5096167,-60.7202912,7.5,OUT,B26,-51.99,-60.44,-61.18,-63.08,-60.46,-51.99,-52.45,-62.88,-61.27
P003203,-31.5096167,-60.7202596,7.5,OUT,B26,-52.02,-60.47,-61.2,-63.11,-60.48,-52.02,-52.47,-62.9,-61.29
P003204,-31.5096167,-60.720228,7.5,OUT,B26,-52.04,-60.49,-61.23,-63.13,-60.51,-52.04,-52.5,-62.93,-61.32
P003205,-31.5096167,-60.7201964,7.5,OUT,B26,-52.07,-60.52,-61.25,-63.16,-60.53,-52.07,-52.52,-62.95,-61.34
P003206,-31.5096167,-60.7201648,7.5,OUT,B26,-52.1,-60.55,-61.28,-63.18,-60.56,-52.1,-52.55,-62.98,-61.37
P003207,-31.5096167,-60.7201332,7.5,OUT,B26,-52.12,-60.57,-61.3,-63.21,-60.58,-52.12,-52.57,-63.0,-61.39
P003208,-31.5096167,-60.7201015,7.5,OUT,B26,-52.15,-60.6,-61.33,-63.23,-60.61,-52.15,-52.6,-63.03,-61.42
P003209,-31.5096167,-60.7200699,7.5,OUT,B26,-52.18,-60.62,-61.35,-63.26,-60.63,-52.18,-52.62,-63.05,-61.44
P003210,-31.5096167,-60.7200383,7.5,OUT,B26,-52.21,-60.64,-61.38,-63.28,-60.66,-52.21,-52.65,-63.08,-61.47
P003211,-31.5096167,-60.7200067,7.5,OUT,B26,-52.23,-60.67,-61.4,-63.31,-60.68,-52.23,-52.67,-63.1,-61.49
P003212,-31.5096167,-60.7199751,7.5,OUT,B26,-52.26,-60.69,-61.43,-63.33,-60.71,-52.26,-52.7,-63.13,-61.52
P003213,-31.5096167,-60.7199435,7.5,OUT,B26,-52.29,-60.72,-61.45,-63.36,-60.73,-52.29,-52.72,-63.15,-61.54
P003214,-31.5096167,-60.7199119,7.5,OUT,B26,-52.32,-60.74,-61.48,-63.38,-60.75,-52.32,-52.75,-63.17,-61.57
P003215,-31.5096167,-60.7198803,7.5,OUT,B26,-52.34,-60.77,-61.5,-63.4,-60.78,-52.34,-52.77,-63.2,-61.59
P003216,-31.5095897,-60.7236735,7.5,OUT,B26,-49.26,-57.87,-58.6,-60.5,-57.88,-49.26,-49.87,-60.3,-58.69
P003217,-31.5095897,-60.7236419,7.5,OUT,B26,-49.28,-57.88,-58.62,-60.52,-57.9,-49.28,-49.89,-60.32,-58.71
P003218,-31.5095897,-60.7236103,7.5,OUT,B26,-49.3,-57.9,-58.63,-60.54,-57.91,-49.3,-49.9,-60.33,-58.73
P003219,-31.5095897,-60.7235787,7.5,OUT,B26,-49.32,-57.92,-58.65,-60.56,-57.93,-49.32,-49.92,-60.35,-58.74
P003220,-31.5095897,-60.7235471,7.5,OUT,B26,-49.34,-57.94,-58.67,-60.57,-57.95,-49.34,-49.94,-60.37,-58.76
P003221,-31.5095897,-60.7235154,7.5,OUT,B26,-49.36,-57.96,-58.69,-60.59,-57.97,-49.36,-49.96,-60.39,-58.78
P003222,-31.5095897,-60.7234838,7.5,OUT,B26,-49.39,-57.98,-58.71,-60.61,-57.99,-49.39,-49.98,-60.41,-58.8
P003223,-31.5095897,-60.7234522,7.5,OUT,B26,-49.41,-58.0,-58.73,-60.63,-58.01,-49.41,-50.0,-60.43,-58.82
P003224,-31.5095897,-60.7234206,7.5,OUT,B26,-49.43,-58.01,-58.75,-60.65,-58.03,-49.43,-50.02,-60.45,-58.84
P003225,-31.5095897,-60.723389,7.5,OUT,B26,-49.45,-58.03,-58.77,-60.67,-58.05,-49.45,-50.04,-60.47,-58.86
P003226,-31.5095897,-60.7233574,7.5,OUT,B26,-49.47,-58.05,-58.79,-60.69,-58.07,-49.47,-50.06,-60.48,-58.88
P003227,-31.5095897,-60.7233258,7.5,OUT,B26,-49.49,-58.07,-58.81,-60.71,-58.09,-49.49,-50.08,-60.51,-58.9
P003228,-31.5095897,-60.7232942,7.5,OUT,B26,-49.51,-58.09,-58.83,-60.73,-58.11,-49.51,-50.1,-60.53,-58.92
P003229,-31.5095897,-60.7232626,7.5,OUT,B26,-49.54,-58.12,-58.85,-60.75,-58.13,-49.54,-50.12,-60.55,-58.94
P003230,-31.5095897,-60.723231,7.5,OUT,B26,-49.56,-58.14,-58.87,-60.77,-58.15,-49.56,-50.14,-60.57,-58.96
P003231,-31.5095897,-60.7231993,7.5,OUT,B26,-49.58,-58.16,-58.89,-60.79,-58.17,-49.58,-50.16,-60.59,-58.98
P003232,-31.5095897,-60.7231677,7.5,OUT,B26,-49.6,-58.18,-58.91,-60.81,-58.19,-49.6,-50.18,-60.61,-59.0
P003233,-31.5095897,-60.7231361,7.5,OUT,B26,-49.62,-58.2,-58.93,-60.84,-58.21,-49.62,-50.2,-60.63,-59.02
P003237,-31.5095897,-60.7230097,7.5,OUT,B26,-49.72,-58.29,-59.02,-60.92,-58.3,-49.72,-50.29,-60.72,-59.11
P003238,-31.5095897,-60.7229781,7.5,OUT,B26,-49.74,-58.31,-59.04,-60.95,-58.32,-49.74,-50.31,-60.74,-59.13
P003239,-31.5095897,-60.7229465,7.5,OUT,B26,-49.76,-58.33,-59.07,-60.97,-58.34,-49.76,-50.33,-60.76,-59.16
P003240,-31.5095897,-60.7229149,7.5,OUT,B26,-49.79,-58.36,-59.09,-60.99,-58.37,-49.79,-50.36,-60.79,-59.18
P003241,-31.5095897,-60.7228832,7.5,OUT,B26,-49.81,-58.38,-59.11,-61.01,-58.39,-49.81,-50.38,-60.81,-59.2
P003246,-31.5095897,-60.7227252,7.5,OUT,B26,-49.93,-58.5,-59.23,-61.13,-58.51,-49.93,-50.5,-60.93,-59.32
P003247,-31.5095897,-60.7226936,7.5,OUT,B26,-49.96,-58.52,-59.25,-61.16,-58.53,-49.96,-50.52,-60.95,-59.34
P003251,-31.5095897,-60.7225671,7.5,OUT,B26,-50.06,-58.62,-59.35,-61.25,-58.63,-50.06,-50.62,-61.05,-59.44
P003252,-31.5095897,-60.7225355,7.5,OUT,B26,-50.08,-58.64,-59.37,-61.28,-58.65,-50.08,-50.64,-61.07,-59.46
P003253,-31.5095897,-60.7225039,7.5,OUT,B26,-50.11,-58.67,-59.4,-61.3,-58.68,-50.11,-50.67,-61.1,-59.49
P003254,-31.5095897,-60.7224723,7.5,OUT,B26,-50.14,-58.69,-59.42,-61.33,-58.7,-50.14,-50.69,-61.12,-59.51
P003260,-31.5095897,-60.7222826,7.5,OUT,B26,-50.29,-58.84,-59.57,-61.48,-58.85,-50.29,-50.84,-61.27,-59.66
